chr1	1799	363	3235	0.469899	1.774e+00	1.280e+00	1.06701
chr1	1813	379	3246	0.467901	1.774e+00	1.280e+00	1.06247
chr1	2548	700	4396	0.539011	2.129e+00	1.280e+00	1.46887
chr1	2864	1312	4415	0.403154	2.129e+00	2.250e+00	1.93121
chr1	2890	1350	4429	0.393839	2.129e+00	2.250e+00	1.88659
chr1	3692	1398	5985	0.720747	1.774e+00	2.000e+00	2.55721
chr1	4598	3192	6003	0.544641	1.774e+00	2.000e+00	1.93239
chr1	4728	3204	6251	0.599622	2.129e+00	2.000e+00	2.55319
chr1	4917	3222	6611	0.60865	2.129e+00	2.000e+00	2.59163
chr1	4957	3235	6678	0.629949	2.129e+00	1.280e+00	1.71669
chr1	4968	3246	6690	0.630624	1.774e+00	1.280e+00	1.43197
chr1	5546	4396	6696	0.474862	1.774e+00	1.280e+00	1.07828
chr1	5570	4415	6725	0.478858	1.774e+00	1.400e+00	1.18929
chr1	5578	4429	6726	0.473664	1.774e+00	7.200e-01	0.605001
chr1	6543	5985	7100	0.238105	1.419e+00	1.280e+00	0.432474
chr1	6765	6003	7527	0.298415	1.774e+00	1.280e+00	0.677617
chr1	6892	6251	7532	0.240541	2.129e+00	1.280e+00	0.655504
chr1	7082	6611	7553	0.232857	2.129e+00	2.250e+00	1.11544
chr1	7387	6678	8095	0.229791	2.129e+00	1.280e+00	0.626207
chr1	7411	6690	8132	0.238537	1.774e+00	1.280e+00	0.541651
chr1	7415	6696	8134	0.236981	1.774e+00	1.280e+00	0.538117
chr1	7553	6725	8381	0.260131	1.774e+00	1.280e+00	0.590685
chr1	7557	6726	8388	0.262527	1.419e+00	2.000e+00	0.745053
chr1	7901	7100	8701	0.239363	1.774e+00	1.280e+00	0.543527
chr1	8226	7527	8925	0.176725	2.129e+00	1.280e+00	0.481597
chr1	8247	7532	8961	0.189103	1.774e+00	1.280e+00	0.4294
chr1	8439	7553	9324	0.25535	1.419e+00	1.280e+00	0.463797
chr1	8733	8095	9371	0.250512	1.064e+00	1.280e+00	0.341177
chr1	8979	8132	9826	0.254522	7.095e-01	2.000e+00	0.361167
chr1	9120	8134	10105	0.365072	7.095e-01	2.000e+00	0.518037
chr1	9815	8381	11249	0.35679	7.095e-01	2.000e+00	0.506285
chr1	9863	8388	11338	0.389606	1.064e+00	2.000e+00	0.829082
chr1	10024	8701	11346	0.306104	1.419e+00	2.000e+00	0.868724
chr1	10141	8925	11357	0.306474	1.419e+00	2.000e+00	0.869773
chr1	10173	8961	11385	0.303279	1.419e+00	2.000e+00	0.860706
chr1	10627	9324	11930	0.240552	1.419e+00	2.000e+00	0.682688
chr1	10657	9371	11942	0.226582	1.419e+00	2.000e+00	0.643039
chr1	11569	9826	13312	0.293011	1.419e+00	2.000e+00	0.831564
chr1	11722	10105	13339	0.192353	1.419e+00	2.000e+00	0.545898
chr1	12313	11249	13377	0.181152	1.419e+00	2.000e+00	0.51411
chr1	12497	11338	13655	0.219478	1.774e+00	2.000e+00	0.778708
chr1	13244	11346	15141	0.236669	1.419e+00	2.000e+00	0.671666
chr1	13272	11357	15186	0.250309	1.064e+00	2.000e+00	0.532657
chr1	13293	11385	15201	0.244989	7.095e-01	2.000e+00	0.347639
chr1	13568	11930	15205	0.23459	3.548e-01	2.000e+00	0.166465
chr1	13580	11942	15218	0.235097	7.095e-01	2.000e+00	0.333602
chr1	14292	13312	15271	0.172359	7.095e-01	2.000e+00	0.244578
chr1	14307	13339	15274	0.1628	7.095e-01	2.000e+00	0.231013
chr1	14329	13377	15280	0.150025	1.064e+00	2.000e+00	0.319253
chr1	14470	13655	15285	0.0781957	1.419e+00	2.000e+00	0.221919
chr1	15220	15141	15299	0.06307	1.064e+00	2.000e+00	0.134213
chr1	15796	15186	16405	0.17031	1.064e+00	2.000e+00	0.36242
chr1	15809	15201	16417	0.169112	1.064e+00	2.000e+00	0.359871
chr1	15816	15205	16426	0.171109	1.064e+00	2.000e+00	0.364119
chr1	15825	15218	16431	0.167914	1.419e+00	2.000e+00	0.476541
chr1	15852	15271	16433	0.147586	1.419e+00	2.000e+00	0.41885
chr1	15855	15274	16435	0.147187	1.419e+00	2.000e+00	0.417717
chr1	15858	15280	16436	0.145191	1.774e+00	2.250e+00	0.57953
chr1	16274	15285	17262	0.472802	1.774e+00	2.250e+00	1.88719
chr1	16322	15299	17345	0.500375	1.419e+00	2.250e+00	1.59757
chr1	17598	16405	18791	0.8695	1.774e+00	1.400e+00	2.15949
chr1	17608	16417	18799	0.867901	2.129e+00	1.600e+00	2.95642
chr1	17640	16426	18854	0.880311	2.129e+00	2.917e+00	5.46699
chr1	17663	16431	18895	0.894617	2.483e+00	1.333e+00	2.96104
chr1	17668	16433	18902	0.896617	2.129e+00	1.333e+00	2.54456
chr1	20244	16435	24053	2.95199	1.774e+00	1.125e+00	5.89144
chr1	20315	16436	24193	3.00798	2.129e+00	1.333e+00	8.53651
chr1	20756	17262	24250	2.70098	1.774e+00	1.333e+00	6.38712
chr1	20806	17345	24266	2.67399	1.419e+00	2.667e+00	10.1196
chr1	22036	18791	25281	2.55308	1.774e+00	1.333e+00	6.03737
chr1	22046	18799	25293	2.55409	1.774e+00	1.125e+00	5.09732
chr1	22098	18854	25342	2.55807	1.774e+00	1.250e+00	5.67252
chr1	22153	18895	25410	2.56907	2.129e+00	1.467e+00	8.02382
chr1	22184	18902	25466	2.58807	1.774e+00	2.667e+00	12.2448
chr1	24767	24053	25481	0.538184	1.774e+00	1.400e+00	1.33663
chr1	24844	24193	25495	0.487886	1.774e+00	2.500e+00	2.16377
chr1	24890	24250	25530	0.479087	1.419e+00	1.400e+00	0.951755
chr1	25258	24266	26250	0.603676	1.774e+00	1.467e+00	1.57104
chr1	26064	25281	26846	0.468401	1.774e+00	1.467e+00	1.21899
chr1	26084	25293	26875	0.475121	1.419e+00	1.250e+00	0.842746
chr1	26143	25342	26944	0.483116	1.419e+00	1.125e+00	0.771234
chr1	26209	25410	27008	0.481517	1.419e+00	1.333e+00	0.910802
chr1	26245	25466	27024	0.465602	1.064e+00	1.250e+00	0.619251
chr1	26283	25481	27084	0.483515	1.419e+00	1.250e+00	0.857636
chr1	26870	25495	28245	0.941542	1.419e+00	1.250e+00	1.67006
chr1	27024	25530	28518	1.02058	1.774e+00	1.125e+00	2.03681
chr1	27712	26250	29173	1.15104	1.774e+00	1.333e+00	2.7219
chr1	28454	26846	30062	1.26803	1.419e+00	6.500e-01	1.16957
chr1	28470	26875	30065	1.25704	1.774e+00	5.000e-01	1.115
chr1	28566	26944	30188	1.27904	2.129e+00	4.167e-01	1.1347
chr1	30387	27008	33766	2.68203	2.129e+00	4.167e-01	2.37938
chr1	30427	27024	33829	2.70103	2.129e+00	6.667e-01	3.83386
chr1	30474	27084	33863	2.69004	2.129e+00	1.333e+00	7.6342
chr1	31056	28245	33866	2.22803	1.774e+00	1.125e+00	4.4466
chr1	31481	28518	34444	2.366	1.774e+00	1.333e+00	5.59498
chr1	31850	29173	34526	2.137	1.419e+00	2.667e+00	8.08742
chr1	32827	30062	35591	2.207	1.774e+00	1.333e+00	5.21899
chr1	33487	30065	36909	2.732	2.129e+00	1.083e+00	6.29919
chr1	33596	30188	37004	2.721	2.129e+00	1.125e+00	6.51714
chr1	36661	33766	39555	2.311	1.774e+00	1.250e+00	5.12464
chr1	36725	33829	39620	2.312	1.419e+00	2.250e+00	7.38164
